s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
Time,"sortie niv -1 nord","sortie niv -2 nord","sortie niv -1 sud","sortie niv -2 sud","escalier 1.2","escalier 2.2","escalier 2.2","escalier 3.2","escalier 4.2","escalier 4.2","escalier 1.1","escalier 2.1","escalier 2.1","escalier 3.1","escalier 4.1","escalier 4.1"
 5.7600701E+002,-7.3369908E+000, 6.0635177E+000,-5.6690825E+000, 4.7965818E+000, 3.9861804E-001,-2.3819039E-001,-2.8184066E-002, 8.7038070E-003,-2.2390278E-002,-1.6655793E-001, 9.2350710E+000,-2.2496689E+000,-3.3505229E-001,-3.7811158E+000,-1.0518174E+000,-1.1082342E+000
 5.7780189E+002,-7.2550518E+000, 6.0768061E+000,-5.6344511E+000, 4.8098763E+000, 3.8445623E-001,-1.5898740E-001,-4.4493423E-002,-2.3440424E-003,-1.0519345E-002,-1.6440939E-001, 9.2860428E+000,-2.5117156E+000,-3.5270191E-001,-3.7488518E+000,-1.0755900E+000,-1.1215721E+000
 5.7960503E+002,-7.2435096E+000, 6.1011047E+000,-5.6934176E+000, 4.7863909E+000, 3.7917635E-001,-9.6258989E-002,-4.0603646E-002,-4.1889995E-002,-2.3369849E-002,-1.6623618E-001, 9.0736093E+000,-2.3224690E+000,-3.2144694E-001,-3.6766743E+000,-1.0528836E+000,-1.1421384E+000
 5.8140845E+002,-7.3439061E+000, 6.0832717E+000,-5.7455948E+000, 4.7507133E+000, 3.2294544E-001,-1.5688814E-002,-4.8398059E-002,-6.8822964E-002,-5.1655531E-002,-1.6976952E-001, 9.2542910E+000,-2.0979366E+000,-3.6559266E-001,-3.7006086E+000,-9.5304660E-001,-1.2886986E+000
 5.8320919E+002,-7.3407274E+000, 6.1154743E+000,-5.7477281E+000, 4.7484771E+000, 2.5843226E-001, 7.3443470E-002,-7.3806749E-002,-5.7615742E-002,-6.8250015E-002,-1.5900377E-001, 9.3808551E+000,-2.2728116E+000,-3.7372296E-001,-3.7919379E+000,-8.5636928E-001,-1.3787030E+000
 5.8500549E+002,-7.3193195E+000, 6.1412239E+000,-5.7363639E+000, 4.7282164E+000, 1.9300590E-001, 1.5972545E-001,-9.9120586E-002,-3.6003893E-002,-8.8750693E-002,-1.4767342E-001, 9.5155614E+000,-2.3916321E+000,-3.6098125E-001,-3.8728979E+000,-8.3983946E-001,-1.3622640E+000
 5.8680200E+002,-7.4397258E+000, 6.1745535E+000,-5.6962804E+000, 4.7372083E+000, 1.8785714E-001, 1.9545839E-001,-1.0170028E-001,-1.2485902E-002,-9.9556972E-002,-1.3023585E-001, 9.1969209E+000,-2.1247708E+000,-3.0502268E-001,-3.9665526E+000,-7.9318200E-001,-1.3664748E+000
 5.8861317E+002,-7.5580338E+000, 6.1686546E+000,-5.7256366E+000, 4.7814261E+000, 1.6878279E-001, 1.6104381E-001,-1.0052964E-001,-7.7140299E-003,-1.2636107E-001,-1.2622365E-001, 9.6719777E+000,-2.0656868E+000,-2.7063580E-001,-4.0902633E+000,-7.3789191E-001,-1.4157051E+000
 5.9041422E+002,-7.5961887E+000, 6.1730677E+000,-5.7059764E+000, 4.8876474E+000, 2.6026742E-001, 1.1041612E-001,-9.6384727E-002, 1.9514518E-002,-1.0797134E-001,-9.8253262E-002, 9.5108090E+000,-2.3562203E+000,-2.2955194E-001,-4.0565264E+000,-6.9821568E-001,-1.4570783E+000
 5.9220035E+002,-7.5948955E+000, 6.1835828E+000,-5.6930854E+000, 4.9909837E+000, 3.0284930E-001,-9.4834782E-003,-8.6394265E-002,-3.7537803E-002,-1.4636241E-001,-1.0713145E-001, 9.3446697E+000,-2.3338779E+000,-2.1266039E-001,-3.9416271E+000,-6.8044736E-001,-1.4965405E+000
 5.9400780E+002,-7.7466153E+000, 6.1512700E+000,-5.6991064E+000, 5.0058760E+000, 4.2139398E-001,-7.8784895E-002,-5.3086253E-002,-4.2584863E-002,-1.2053472E-001,-7.9458018E-002, 9.8229047E+000,-2.3703414E+000,-2.0230152E-001,-4.0077002E+000,-6.6945849E-001,-1.5215656E+000
 5.9581559E+002,-7.8367030E+000, 6.1677274E+000,-5.6189176E+000, 5.0285575E+000, 3.9063506E-001,-1.0374495E-001,-2.1984854E-002,-8.3070383E-002,-1.2774188E-001,-7.7167843E-002, 9.6159426E+000,-2.1468330E+000,-1.9311550E-001,-3.9956041E+000,-6.7729275E-001,-1.5816376E+000
 5.9760624E+002,-7.8258370E+000, 6.2053761E+000,-5.5216307E+000, 5.0375443E+000, 2.9076759E-001,-6.4671273E-002, 8.7777239E-003,-9.7844206E-002,-1.1106705E-001,-6.6195461E-002, 9.2246811E+000,-2.1273858E+000,-2.2643030E-001,-3.9806361E+000,-6.6792139E-001,-1.6816608E+000
 5.9940457E+002,-8.0124948E+000, 6.2076489E+000,-5.6337043E+000, 4.9723762E+000, 2.4970885E-001,-1.0364640E-002, 4.6279787E-002,-1.1657346E-001,-1.0039689E-001,-6.1624226E-002, 9.6764919E+000,-2.2380420E+000,-1.5498240E-001,-3.8978832E+000,-6.5455935E-001,-1.7491110E+000
 6.0121037E+002,-7.9101581E+000, 6.2781609E+000,-5.5920096E+000, 4.9431649E+000, 2.0457593E-001, 5.7185477E-002, 3.8021921E-002,-1.2607168E-001,-8.7825144E-002,-6.2948074E-002, 9.7089773E+000,-2.5012538E+000,-4.6608833E-002,-3.8230334E+000,-6.9502945E-001,-1.7756257E+000
 6.0300232E+002,-7.8284179E+000, 6.3362565E+000,-5.5551553E+000, 4.9200779E+000, 2.1085616E-001, 8.3527087E-002, 2.4170929E-003,-1.5367296E-001,-8.9835249E-002,-7.4225991E-002, 9.1615814E+000,-2.0793212E+000,-1.8820743E-001,-3.8285774E+000,-7.3130027E-001,-1.7812710E+000
 6.0480729E+002,-7.9085315E+000, 6.3527067E+000,-5.6248399E+000, 4.8929685E+000, 2.0647936E-001, 1.1946205E-001,-1.4739858E-002,-1.4904623E-001,-7.0309401E-002,-6.2413708E-002, 9.5861341E+000,-1.8917791E+000,-3.6206413E-001,-3.9021808E+000,-7.8448057E-001,-1.7471975E+000
 6.0660402E+002,-7.9453366E+000, 6.3931157E+000,-5.5271937E+000, 4.9785406E+000, 1.0870526E-001, 2.1444949E-001,-2.3618580E-002,-1.5705549E-001,-9.0543594E-002,-6.4918469E-002, 9.3141749E+000,-1.8370580E+000,-3.1083815E-001,-3.8768857E+000,-8.3306081E-001,-1.7579762E+000
 6.0840928E+002,-8.0585800E+000, 6.3518839E+000,-5.5534759E+000, 5.0004217E+000, 1.2147861E-001, 1.8270160E-001,-1.6083475E-002,-1.5864101E-001,-9.8528517E-002,-5.0567171E-002, 9.6512031E+000,-2.2069604E+000,-2.3036303E-001,-3.8424795E+000,-8.5637413E-001,-1.8368437E+000
 6.1021282E+002,-8.0688937E+000, 6.3903368E+000,-5.5276307E+000, 5.0403817E+000, 2.2033929E-001, 9.6110570E-002, 3.3101489E-003,-1.6493328E-001,-1.2087712E-001,-3.7636341E-002, 9.8480520E+000,-2.3777806E+000,-2.1197341E-001,-3.7712990E+000,-8.7876115E-001,-1.8464702E+000
 6.1201929E+002,-8.0886852E+000, 6.3966886E+000,-5.4933611E+000, 5.0341105E+000, 3.4977350E-001,-3.3037525E-002, 2.4523227E-002,-1.6250568E-001,-1.4816676E-001,-2.2775701E-002, 9.7624751E+000,-2.4216233E+000,-2.1078052E-001,-3.8246500E+000,-9.2901271E-001,-1.8011758E+000
 6.1381081E+002,-8.1245709E+000, 6.4014983E+000,-5.5463515E+000, 5.0830128E+000, 4.6503886E-001,-1.8025025E-001, 4.8637379E-002,-1.6898890E-001,-2.0298195E-001,-1.9122974E-002, 9.9262169E+000,-2.3071765E+000,-2.3419197E-001,-3.9187265E+000,-9.5403701E-001,-1.7425149E+000
 6.1561269E+002,-8.1130069E+000, 6.4007602E+000,-5.5417829E+000, 5.0987349E+000, 5.0188002E-001,-1.7851512E-001, 5.7950628E-002,-1.2583858E-001,-2.3118058E-001,-2.0207441E-003, 9.7516289E+000,-2.2784606E+000,-1.2575404E-001,-4.0364655E+000,-9.2719396E-001,-1.6901076E+000
 6.1740149E+002,-8.1325434E+000, 6.4521195E+000,-5.5766385E+000, 5.1228639E+000, 4.0864186E-001,-7.1550897E-002, 1.8954857E-002,-6.3706605E-002,-2.7212061E-001, 2.6680969E-004, 9.5794973E+000,-2.0768519E+000,-1.3502459E-001,-4.1759849E+000,-8.8471313E-001,-1.6225030E+000
 6.1920540E+002,-8.3394382E+000, 6.4447255E+000,-5.6589143E+000, 5.1254231E+000, 3.1409324E-001, 3.5203501E-002,-4.6127026E-002, 1.9864855E-002,-2.8983450E-001, 5.8092972E-003, 9.6023164E+000,-1.7248554E+000,-2.1984216E-001,-4.3280475E+000,-8.4505340E-001,-1.5203920E+000
 6.2100958E+002,-8.3101874E+000, 6.5026028E+000,-5.5210713E+000, 5.1919265E+000, 1.2558752E-001, 1.4601538E-001,-1.1117317E-001, 9.3483495E-002,-3.0891839E-001,-6.8756022E-003, 9.6834662E+000,-1.5372660E+000,-2.5876957E-001,-4.5263657E+000,-7.9630989E-001,-1.5393795E+000
 6.2281613E+002,-8.4809558E+000, 6.5200629E+000,-5.5035181E+000, 5.2102392E+000, 1.1248149E-001, 1.4581462E-001,-1.1334662E-001, 1.3926289E-001,-2.8173259E-001, 1.5684017E-003, 9.3521479E+000,-1.4194693E+000,-2.0327975E-001,-4.6606548E+000,-7.4585737E-001,-1.5211192E+000
 6.2460294E+002,-8.5634066E+000, 6.5136778E+000,-5.4863346E+000, 5.2657629E+000, 1.1213810E-001, 1.1539907E-001,-1.0879496E-001, 1.5138985E-001,-2.4497097E-001, 1.3182708E-002, 9.5776358E+000,-1.5941052E+000,-2.3607458E-001,-4.8397776E+000,-7.2018844E-001,-1.4996579E+000
 6.2640169E+002,-8.5720632E+000, 6.5316539E+000,-5.4835376E+000, 5.3191410E+000, 1.2798220E-001, 5.6180524E-002,-9.0413552E-002, 9.4741977E-002,-2.3598845E-001, 9.2465111E-003, 9.3818300E+000,-1.4695164E+000,-1.9857848E-001,-4.8048488E+000,-6.9768632E-001,-1.5209898E+000
 6.2822061E+002,-8.6050300E+000, 6.5327861E+000,-5.4887758E+000, 5.3027328E+000, 1.8665729E-001,-3.2381858E-003,-4.3709154E-002, 5.2486741E-002,-1.8988749E-001, 2.5069750E-002, 9.5398548E+000,-1.5474438E+000,-1.1049565E-001,-4.8534730E+000,-6.2931800E-001,-1.5886433E+000
 6.3001875E+002,-8.6018559E+000, 6.5390004E+000,-5.4667808E+000, 5.2520957E+000, 2.6087359E-001,-1.1192404E-001, 2.1917752E-002,-3.5195155E-002,-1.6264518E-001, 2.3184502E-002, 9.9966662E+000,-1.7753336E+000,-1.2313673E-001,-4.7908635E+000,-5.7933593E-001,-1.6622284E+000
 6.3181038E+002,-8.4688207E+000, 6.6086088E+000,-5.3253171E+000, 5.2514025E+000, 3.2433417E-001,-1.6890077E-001, 6.7747827E-002,-1.3821776E-001,-1.4774318E-001, 9.6216867E-003, 9.5814785E+000,-1.7298732E+000,-8.4684960E-002,-4.6725884E+000,-5.9789740E-001,-1.6871703E+000
 6.3361093E+002,-8.6789030E+000, 6.5790820E+000,-5.3671018E+000, 5.1335076E+000, 3.8970192E-001,-9.8408174E-002, 7.9374479E-002,-1.9911571E-001,-1.1103045E-001, 1.4742221E-002, 9.3138387E+000,-1.5463029E+000,-9.2964786E-002,-4.5328724E+000,-6.7032845E-001,-1.6449873E+000
 6.3540426E+002,-8.6354395E+000, 6.6621039E+000,-5.1385850E+000, 5.1127341E+000, 2.8066804E-001, 2.2574004E-002,-1.1213525E-002,-2.5280086E-001,-1.2344370E-001,-1.0478062E-002, 9.5691233E+000,-1.6257002E+000,-1.7575303E-001,-4.5543005E+000,-7.6193691E-001,-1.6332836E+000
 6.3721145E+002,-8.7504539E+000, 6.6047651E+000,-5.1922783E+000, 5.0419279E+000, 2.9654667E-001, 1.3711760E-001,-8.0119396E-002,-2.3038187E-001,-7.7524473E-002, 3.1234950E-003, 9.3966508E+000,-1.5310889E+000,-1.6675311E-001,-4.6998600E+000,-7.6467506E-001,-1.5575552E+000
 6.3901184E+002,-8.6226434E+000, 6.6232143E+000,-5.1421214E+000, 5.0742298E+000, 2.6164447E-001, 1.4903231E-001,-1.3360397E-001,-2.4211837E-001,-7.5441108E-002,-8.6702753E-003, 9.3269632E+000,-1.5260698E+000,-2.6934039E-001,-4.7323853E+000,-7.5019484E-001,-1.4842705E+000
 6.4080245E+002,-8.6310470E+000, 6.6283083E+000,-5.1676835E+000, 5.0399236E+000, 2.9146324E-001, 1.2310179E-001,-1.0773920E-001,-2.1304305E-001,-4.8783031E-002,-6.0153280E-004, 9.5181296E+000,-1.4670821E+000,-3.0443736E-001,-4.9414677E+000,-6.9434100E-001,-1.4233450E+000
 6.4260595E+002,-8.6708371E+000, 6.5867416E+000,-5.1443258E+000, 5.0237060E+000, 2.6871447E-001, 5.3728414E-002,-7.3286628E-002,-2.0421590E-001,-4.1627200E-002, 6.5701816E-003, 9.5514267E+000,-1.1949449E+000,-4.1345481E-001,-5.0865794E+000,-6.1622751E-001,-1.4330756E+000
 6.4441881E+002,-8.6055158E+000, 6.5878317E+000,-5.1727670E+000, 5.1055198E+000, 2.3702551E-001, 3.1602980E-002,-6.2758691E-002,-1.8026222E-001,-5.3944495E-002, 7.0659053E-003, 9.5133767E+000,-1.0968874E+000,-5.2524620E-001,-5.1294128E+000,-5.5899989E-001,-1.4877604E+000
 6.4621004E+002,-8.6057121E+000, 6.5797885E+000,-5.2722797E+000, 5.1722910E+000, 2.2854005E-001,-1.0895494E-003,-6.0775889E-002,-1.4519539E-001,-5.5705890E-002, 1.2804496E-002, 9.3242355E+000,-9.7639000E-001,-5.5589806E-001,-5.0262911E+000,-5.4753700E-001,-1.5279452E+000
 6.4800372E+002,-8.5977547E+000, 6.5589718E+000,-5.4156610E+000, 5.2162518E+000, 2.4845794E-001,-1.3929940E-002,-6.8079144E-002,-8.6532844E-002,-5.9756781E-002, 9.3316363E-003, 9.2470876E+000,-8.7129585E-001,-5.5096321E-001,-4.8493276E+000,-5.6866071E-001,-1.6226166E+000
 6.4980716E+002,-8.5774829E+000, 6.5650532E+000,-5.3364201E+000, 5.2726513E+000, 1.9527358E-001,-3.4554669E-002,-8.0930916E-002,-2.5060331E-002,-7.7334166E-002,-1.5490418E-002, 9.1671937E+000,-9.4647103E-001,-3.7711404E-001,-4.8391960E+000,-6.1707936E-001,-1.6926072E+000
 6.5161699E+002,-8.7115010E+000, 6.5583679E+000,-5.2837690E+000, 5.3009509E+000, 1.6666232E-001,-4.4521226E-002,-8.0867902E-002, 7.1757965E-002,-5.3150446E-002,-2.4667419E-002, 9.1544258E+000,-9.3674289E-001,-3.7902013E-001,-4.8500514E+000,-6.5856710E-001,-1.7266680E+000
 6.5340740E+002,-8.7831298E+000, 6.6259850E+000,-5.1664110E+000, 5.3163511E+000, 1.4940140E-001,-1.4534635E-001,-9.8876240E-002, 1.2204402E-001,-3.4975932E-002,-4.0997719E-002, 9.4058388E+000,-9.0759687E-001,-4.8159838E-001,-4.8939243E+000,-6.6710515E-001,-1.8073610E+000
 6.5520474E+002,-8.8459707E+000, 6.6827735E+000,-5.1406365E+000, 5.3257645E+000, 2.4444310E-001,-2.4893844E-001,-1.1389562E-001, 1.4389639E-001,-6.9124897E-003,-4.3675980E-002, 9.5363405E+000,-9.4700085E-001,-3.7601599E-001,-4.9485297E+000,-6.2391405E-001,-1.8230988E+000
 6.5701897E+002,-8.8977970E+000, 6.6638796E+000,-5.1764064E+000, 5.3108796E+000, 2.9016952E-001,-2.8216402E-001,-1.1919630E-001, 1.4557903E-001, 2.7990489E-002,-3.1390947E-002, 9.3223960E+000,-9.8145506E-001,-2.8918851E-001,-4.9752806E+000,-5.9760683E-001,-1.7792314E+000
 6.5881671E+002,-8.8982120E+000, 6.7073098E+000,-5.1210912E+000, 5.3248938E+000, 3.0835027E-001,-3.0977481E-001,-1.5672738E-001, 1.2096161E-001, 5.7294418E-002,-8.8358124E-003, 9.7285397E+000,-1.3873848E+000,-2.4565233E-001,-5.0545301E+000,-6.0681131E-001,-1.7303327E+000
 6.6060422E+002,-8.9003567E+000, 6.7322837E+000,-5.1372579E+000, 5.2771391E+000, 3.9619020E-001,-3.8122420E-001,-1.9177050E-001, 4.4272319E-002, 7.0605686E-002, 2.0320472E-002, 9.8366394E+000,-1.1721659E+000,-2.9935778E-001,-5.0670134E+000,-5.9351029E-001,-1.7100459E+000
 6.6240699E+002,-8.8292236E+000, 6.7451937E+000,-5.1831919E+000, 5.2344962E+000, 4.8380022E-001,-3.7429452E-001,-2.0309433E-001,-2.3930150E-002, 7.0369505E-002, 5.4184903E-002, 9.6718983E+000,-1.4730632E+000,-2.7030299E-001,-4.9139261E+000,-5.7707969E-001,-1.7156393E+000
 6.6420706E+002,-8.7769696E+000, 6.7204336E+000,-5.2117476E+000, 5.2149265E+000, 4.8218217E-001,-2.9772738E-001,-2.1242060E-001,-8.8658803E-002, 4.6210277E-002, 7.3587227E-002, 9.8423882E+000,-1.7042165E+000,-2.3405476E-001,-4.7845800E+000,-5.1024513E-001,-1.7559669E+000
 6.6600010E+002,-8.6899249E+000, 6.7237479E+000,-5.2717749E+000, 5.2769667E+000, 3.2635180E-001,-9.2041821E-002,-2.1350643E-001,-1.1106491E-001, 1.5761655E-002, 7.5589761E-002, 9.7188842E+000,-1.7150816E+000,-3.0086678E-001,-4.7843548E+000,-4.5463676E-001,-1.7498714E+000
 6.6781761E+002,-8.7278228E+000, 6.6570210E+000,-5.3850046E+000, 5.3248897E+000, 1.2864756E-001, 1.3143066E-001,-1.8127218E-001,-1.2486947E-001,-1.3263660E-002, 6.4637225E-002, 9.3648914E+000,-1.4499194E+000,-2.9975728E-001,-4.7087762E+000,-4.6240282E-001,-1.7373547E+000
 6.6960335E+002,-8.7307015E+000, 6.6632065E+000,-5.4354209E+000, 5.3766972E+000,-3.7716446E-002, 2.8398026E-001,-1.2163179E-001,-1.3089112E-001,-4.4807114E-002, 4.9594925E-002, 9.1768850E+000,-1.6359126E+000,-2.6703149E-001,-4.6209665E+000,-4.8575389E-001,-1.7058011E+000
 6.7141613E+002,-8.7783233E+000, 6.7079948E+000,-5.4686589E+000, 5.4238475E+000,-8.2429809E-002, 3.2987201E-001,-6.9996221E-002,-1.4383308E-001,-8.7568348E-002, 3.3753300E-002, 9.0390512E+000,-1.6474841E+000,-2.6144211E-001,-4.4886832E+000,-4.7889403E-001,-1.7024604E+000
 6.7320843E+002,-8.8335312E+000, 6.7381487E+000,-5.4609306E+000, 5.4893942E+000,-4.8888949E-002, 2.7449900E-001,-1.1950012E-002,-1.4433097E-001,-1.1245242E-001, 3.2918579E-002, 9.5562432E+000,-1.8563317E+000,-1.8234701E-001,-4.5020913E+000,-4.5150336E-001,-1.6939988E+000
 6.7500830E+002,-8.9917692E+000, 6.6860830E+000,-5.5432630E+000, 5.4946678E+000, 2.3180723E-002, 2.0775960E-001, 5.6362903E-002,-1.5100553E-001,-1.2635842E-001, 3.5893430E-002, 9.3569702E+000,-1.6715174E+000, 7.0079968E-002,-4.5659945E+000,-4.5920778E-001,-1.6330741E+000
 6.7680102E+002,-8.8722556E+000, 6.7595283E+000,-5.3506428E+000, 5.5748242E+000, 2.6192126E-002, 1.2111010E-001, 6.3242284E-002,-1.6484969E-001,-1.4770276E-001, 1.4020793E-002, 9.3509750E+000,-1.7109189E+000,-9.8522708E-003,-4.7621027E+000,-5.7037494E-001,-1.5532182E+000
 6.7861635E+002,-8.9802126E+000, 6.7217783E+000,-5.2992437E+000, 5.5137208E+000, 2.1454103E-001, 1.5885725E-002, 8.7469156E-002,-1.4895637E-001,-1.1483111E-001, 6.7739747E-003, 9.1720784E+000,-1.4351816E+000,-1.6970041E-001,-4.8786565E+000,-6.6526432E-001,-1.3807998E+000
 6.8040459E+002,-8.9877589E+000, 6.7402039E+000,-5.1133534E+000, 5.5223231E+000, 3.0325999E-001,-1.0074776E-001, 5.7682327E-002,-1.7566603E-001,-1.1203004E-001,-3.8727053E-002, 9.1112554E+000,-1.4310814E+000,-2.5314872E-001,-4.8684930E+000,-7.4084179E-001,-1.2811270E+000
 6.8220365E+002,-9.1310893E+000, 6.6893548E+000,-5.0996082E+000, 5.4662107E+000, 4.0282672E-001,-1.4206363E-001, 3.6978578E-002,-1.6395799E-001,-6.9972136E-002,-6.0819579E-002, 9.2684332E+000,-1.4170294E+000,-2.2733603E-001,-4.8971088E+000,-7.6009221E-001,-1.2346092E+000
 6.8400715E+002,-9.1433665E+000, 6.7192247E+000,-5.0046928E+000, 5.4245411E+000, 3.9778617E-001,-1.3970442E-001,-4.7704810E-004,-1.4577050E-001,-3.9248167E-002,-8.0266267E-002, 9.4229450E+000,-1.5674537E+000,-2.0107760E-001,-4.7749927E+000,-8.0432044E-001,-1.2179629E+000
 6.8581289E+002,-9.2094532E+000, 6.7431979E+000,-5.0178511E+000, 5.4014776E+000, 4.2073386E-001,-1.2262274E-001,-4.7232972E-002,-1.2574231E-001,-3.3246383E-002,-9.5679017E-002, 9.3857957E+000,-1.3618125E+000,-2.4872743E-001,-4.7177524E+000,-8.2072935E-001,-1.2200796E+000
 6.8760366E+002,-9.1679593E+000, 6.7449967E+000,-4.9745362E+000, 5.3957310E+000, 3.2706956E-001,-7.4820585E-002,-8.1725226E-002,-9.0499110E-002,-3.8650536E-002,-9.2254695E-002, 9.2802751E+000,-1.3400879E+000,-3.2807711E-001,-4.7008799E+000,-8.1193833E-001,-1.2605272E+000
 6.8940513E+002,-9.1822608E+000, 6.7512673E+000,-5.0395260E+000, 5.3773908E+000, 2.8057273E-001,-2.1929307E-002,-6.9025053E-002,-5.2778879E-002,-4.1164688E-002,-7.1143287E-002, 9.2177967E+000,-1.3827476E+000,-3.0134721E-001,-4.6464617E+000,-8.1053101E-001,-1.2886834E+000
 6.9121410E+002,-9.0760569E+000, 6.7782005E+000,-5.0957722E+000, 5.3953505E+000, 1.9659149E-001, 1.8521388E-002,-6.9600538E-002,-4.7482703E-002,-6.6271936E-002,-5.8671404E-002, 9.1851397E+000,-1.3371683E+000,-3.2584779E-001,-4.4870773E+000,-8.1662752E-001,-1.3448313E+000
 6.9301200E+002,-9.0157323E+000, 6.7457964E+000,-5.1862384E+000, 5.3836174E+000, 2.0509092E-001, 5.8601043E-002,-8.7128696E-002,-4.1469603E-002,-6.5823850E-002,-2.9815227E-002, 8.8466373E+000,-1.2030746E+000,-2.9757349E-001,-4.3805716E+000,-8.1715299E-001,-1.3730801E+000
 6.9480574E+002,-8.9767614E+000, 6.7540366E+000,-5.2269927E+000, 5.3919456E+000, 1.8544684E-001, 3.3441773E-002,-1.1345365E-001,-5.0875913E-002,-6.1173700E-002,-1.0287237E-002, 9.6063101E+000,-1.3814302E+000,-3.1460940E-001,-4.4778073E+000,-8.5896637E-001,-1.4093365E+000
 6.9660023E+002,-8.9769208E+000, 6.7333718E+000,-5.2218421E+000, 5.3919950E+000, 2.2747415E-001,-2.3969688E-002,-1.1215923E-001,-7.7296033E-002,-5.1469122E-002,-1.7798882E-003, 9.5692117E+000,-1.4178646E+000,-3.0420114E-001,-4.4425259E+000,-9.0146903E-001,-1.4184069E+000
 6.9841180E+002,-8.9514187E+000, 6.6909901E+000,-5.2092392E+000, 5.3738256E+000, 3.1605041E-001,-1.0475022E-001,-9.8093001E-002,-8.9076758E-002,-1.5258275E-002, 4.7835624E-003, 9.4020396E+000,-1.3720564E+000,-2.4633136E-001,-4.4853856E+000,-9.0628065E-001,-1.4402296E+000
 7.0020612E+002,-8.9140440E+000, 6.7044526E+000,-5.2250420E+000, 5.3607967E+000, 3.8694789E-001,-2.0497442E-001,-8.6513516E-002,-1.0698051E-001, 2.6540926E-002, 1.1462473E-003, 9.5265478E+000,-1.4755172E+000,-2.5138847E-001,-4.4978607E+000,-8.7499375E-001,-1.4760752E+000
 7.0201973E+002,-8.8779512E+000, 6.7118979E+000,-5.1386050E+000, 5.3539285E+000, 3.5341733E-001,-1.9709278E-001,-7.6065603E-002,-1.3100417E-001, 3.9105773E-002,-3.1545343E-002, 9.5271632E+000,-1.5645227E+000,-2.5544482E-001,-4.3907011E+000,-8.5249098E-001,-1.5323251E+000
 7.0381429E+002,-9.0013745E+000, 6.6277248E+000,-5.1690420E+000, 5.3201295E+000, 3.2624658E-001,-1.6243376E-001,-5.4340183E-002,-1.1799994E-001, 8.2625356E-002,-4.0791543E-002, 9.5860809E+000,-1.6377876E+000,-1.5947309E-001,-4.2933416E+000,-8.3327039E-001,-1.5747943E+000
 7.0561153E+002,-8.8918504E+000, 6.6445399E+000,-5.0895325E+000, 5.3606480E+000, 2.2098112E-001,-8.2787660E-002,-6.0570736E-002,-1.1232884E-001, 8.7379360E-002,-6.2194991E-002, 9.5278695E+000,-1.4416274E+000,-2.2062781E-001,-4.3206493E+000,-8.4058167E-001,-1.5991725E+000
 7.0741865E+002,-8.9479173E+000, 6.6420723E+000,-5.1094158E+000, 5.3459171E+000, 1.4558340E-001, 5.1234219E-002,-8.1602273E-002,-8.3905946E-002, 7.9436545E-002,-7.5391670E-002, 9.1623883E+000,-1.2740879E+000,-2.1880511E-001,-4.3861886E+000,-8.4241517E-001,-1.5086395E+000
 7.0921647E+002,-8.9340821E+000, 6.6765922E+000,-5.0920510E+000, 5.3744973E+000, 4.8291405E-002, 1.3942060E-001,-1.3562841E-001,-4.2493429E-002, 5.3487681E-002,-8.9478033E-002, 9.2487769E+000,-1.3358494E+000,-2.8474400E-001,-4.5209315E+000,-8.0963110E-001,-1.4603302E+000
 7.1101763E+002,-8.9485495E+000, 6.6727134E+000,-5.1577803E+000, 5.3972550E+000, 4.9772501E-002, 1.4573601E-001,-1.5578164E-001, 8.7180521E-003, 3.4623855E-002,-9.2931346E-002, 9.1766836E+000,-1.2585492E+000,-2.5059765E-001,-4.5551706E+000,-7.6148015E-001,-1.4449737E+000
 7.1280095E+002,-8.9674279E+000, 6.6614081E+000,-5.1650666E+000, 5.4224866E+000, 8.5697780E-003, 1.1937430E-001,-1.0668151E-001, 6.5060238E-002, 7.2848649E-003,-9.9069373E-002, 9.2898662E+000,-1.4498454E+000,-2.0176869E-001,-4.5402904E+000,-7.5321547E-001,-1.4591805E+000
 7.1460524E+002,-8.9576139E+000, 6.6401869E+000,-5.1975986E+000, 5.3755481E+000, 1.1299347E-001,-5.4600406E-002,-2.1917967E-002, 8.0996289E-002,-2.8600882E-002,-1.0533463E-001, 9.5239664E+000,-1.5794131E+000,-2.2119302E-001,-4.4252067E+000,-7.5567277E-001,-1.4699706E+000
 7.1641158E+002,-8.9443784E+000, 6.6755209E+000,-5.1489189E+000, 5.3434254E+000, 3.5663660E-001,-2.9354489E-001, 3.9610024E-002, 7.4435096E-002,-4.9887642E-002,-1.0048051E-001, 9.3141499E+000,-1.8252268E+000,-1.8795400E-001,-4.4477646E+000,-7.6168059E-001,-1.4623669E+000
 7.1820834E+002,-8.9457920E+000, 6.7529427E+000,-5.1524887E+000, 5.3725259E+000, 4.1732278E-001,-3.6554833E-001, 4.8952012E-002, 2.1711751E-002,-8.7359225E-002,-1.0804972E-001, 9.2380143E+000,-1.6857865E+000,-1.3616588E-001,-4.5061843E+000,-7.4484736E-001,-1.4725853E+000
 7.2000694E+002,-9.0226657E+000, 6.7515758E+000,-5.2177815E+000, 5.3744074E+000, 4.4650982E-001,-2.3487254E-001, 1.5761294E-002,-8.2067601E-003,-7.6372092E-002,-8.9617725E-002, 8.7722242E+000,-1.2265730E+000,-1.7753194E-001,-4.5367842E+000,-7.2122123E-001,-1.4882758E+000
