s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
Time,"sortie niv -1 nord","sortie niv -2 nord","sortie niv -1 sud","sortie niv -2 sud","escalier 1.2","escalier 2.2","escalier 2.2","escalier 3.2","escalier 4.2","escalier 4.2","escalier 1.1","escalier 2.1","escalier 2.1","escalier 3.1","escalier 4.1","escalier 4.1"
 2.8443804E+002,-2.2075462E+000, 2.0097579E+000,-2.2662712E+000, 1.5098362E+000,-3.3009919E-001, 2.0535945E-001,-1.0840210E-001, 7.0734820E-002, 7.1733566E-002, 8.1595046E-002, 2.6852573E+000, 1.3445382E+000,-4.6574231E-001,-9.7267275E-001,-5.0908706E-001,-7.1558344E-001
 2.8620875E+002,-2.2425654E+000, 2.0465651E+000,-2.3061083E+000, 1.5364494E+000,-2.9448045E-001, 1.6398364E-001,-8.9040125E-002, 9.7253503E-002, 6.4688841E-002, 8.5394644E-002, 2.7824947E+000, 1.0984107E+000,-3.6210477E-001,-9.5854664E-001,-5.5841430E-001,-6.7444852E-001
 2.8801035E+002,-2.2597663E+000, 2.0838655E+000,-2.3265842E+000, 1.5592724E+000,-2.8724867E-001, 9.8334461E-002,-6.6518072E-002, 1.0455145E-001, 4.8178720E-002, 8.5794712E-002, 2.7039770E+000, 1.0298037E+000,-3.4298476E-001,-8.4964919E-001,-6.0827621E-001,-6.4666716E-001
 2.8981595E+002,-2.3271628E+000, 2.1114481E+000,-2.3862258E+000, 1.5752837E+000,-2.3908458E-001, 2.6550159E-002,-3.7540819E-002, 1.2105505E-001, 3.9711939E-002, 1.0120391E-001, 2.6115477E+000, 1.1534982E+000,-4.1431863E-001,-8.4567573E-001,-6.4391757E-001,-6.3740650E-001
 2.9160612E+002,-2.3647576E+000, 2.1501528E+000,-2.4207839E+000, 1.6053599E+000,-1.8737006E-001,-6.0243875E-002,-1.3446522E-002, 1.2235481E-001, 2.5323856E-002, 1.1489804E-001, 2.6911241E+000, 1.0201352E+000,-4.1734340E-001,-8.2734309E-001,-6.6830521E-001,-6.1758000E-001
 2.9340916E+002,-2.3999943E+000, 2.1972141E+000,-2.4612142E+000, 1.6426307E+000,-1.1690078E-001,-1.5670475E-001, 5.6285932E-003, 1.1586863E-001, 1.6529301E-002, 1.2858033E-001, 2.8194891E+000, 1.0264873E+000,-4.8436197E-001,-8.6868788E-001,-6.8773338E-001,-5.9881135E-001
 2.9521896E+002,-2.4581331E+000, 2.2399051E+000,-2.5287861E+000, 1.6777182E+000,-2.4061669E-002,-2.5302681E-001, 2.2616853E-002, 1.0699430E-001, 2.1224003E-002, 1.4375459E-001, 2.6900049E+000, 1.1539100E+000,-4.9923845E-001,-9.5129649E-001,-6.8525600E-001,-5.7817542E-001
 2.9701272E+002,-2.4837251E+000, 2.2871635E+000,-2.5604213E+000, 1.7184675E+000, 3.1269755E-002,-3.2263745E-001, 3.0251702E-002, 8.2387610E-002, 2.3032004E-002, 1.4741118E-001, 2.6287636E+000, 1.1085685E+000,-4.7674386E-001,-1.0052941E+000,-6.7980747E-001,-5.5243610E-001
 2.9880308E+002,-2.5193102E+000, 2.3169401E+000,-2.5969876E+000, 1.7463732E+000, 6.4224070E-002,-3.4962890E-001, 3.2682943E-002, 6.2593529E-002, 3.2951424E-002, 1.4661303E-001, 2.6484516E+000, 1.0732337E+000,-4.1990567E-001,-1.0518192E+000,-6.8658360E-001,-5.2442761E-001
 3.0062997E+002,-2.5715854E+000, 2.3418261E+000,-2.6494695E+000, 1.7690711E+000, 9.1996957E-002,-3.4355977E-001, 3.3532369E-002, 4.5250720E-002, 4.4975205E-002, 1.4178434E-001, 2.6119598E+000, 9.9337843E-001,-3.2532653E-001,-1.0563840E+000,-6.9842263E-001,-4.9969075E-001
 3.0241987E+002,-2.5890109E+000, 2.3759616E+000,-2.6653358E+000, 1.8063908E+000, 7.9250237E-002,-3.0474540E-001, 2.4928487E-002, 2.6395027E-002, 4.6604207E-002, 1.2953845E-001, 2.4202406E+000, 1.0086444E+000,-2.2506401E-001,-1.0203548E+000,-7.0854172E-001,-5.1255996E-001
 3.0421689E+002,-2.6111080E+000, 2.4063794E+000,-2.6934338E+000, 1.8457350E+000, 5.3524605E-002,-2.4739088E-001, 4.4642655E-003, 1.9826191E-002, 5.1842906E-002, 1.2091090E-001, 2.4657279E+000, 1.0802842E+000,-2.0183259E-001,-1.0808286E+000,-7.1657395E-001,-5.5907599E-001
 3.0600219E+002,-2.6499033E+000, 2.4327426E+000,-2.7436821E+000, 1.8818056E+000, 1.8573514E-002,-1.6915753E-001,-2.3365893E-002, 1.0353505E-002, 5.8472447E-002, 1.1064340E-001, 2.6020635E+000, 9.6924718E-001,-1.9739962E-001,-1.1064197E+000,-7.0197318E-001,-6.0813424E-001
 3.0782201E+002,-2.6788582E+000, 2.4614270E+000,-2.7865494E+000, 1.9214454E+000,-2.6549050E-002,-1.0283734E-001,-4.7082068E-002,-5.5940119E-003, 6.5964782E-002, 9.9082359E-002, 2.6251587E+000, 9.2370089E-001,-1.9439466E-001,-1.0999454E+000,-6.6091809E-001,-6.6704229E-001
 3.0962925E+002,-2.7163155E+000, 2.4813551E+000,-2.8432446E+000, 1.9464893E+000,-6.1037408E-002,-2.6030252E-002,-5.3592912E-002,-1.6237817E-002, 8.0581719E-002, 9.4198675E-002, 2.7714900E+000, 8.5457296E-001,-1.9426674E-001,-1.1546953E+000,-5.8953294E-001,-7.2292583E-001
 3.1141000E+002,-2.7496210E+000, 2.5117532E+000,-2.8765812E+000, 1.9803655E+000,-1.1936332E-001, 3.9720885E-002,-5.7523590E-002,-3.1160524E-002, 8.6838515E-002, 8.8899442E-002, 3.0799154E+000, 5.8181656E-001,-1.8455127E-001,-1.1835332E+000,-5.2859882E-001,-7.3630358E-001
 3.1322436E+002,-2.7718046E+000, 2.5507930E+000,-2.9094146E+000, 2.0168278E+000,-1.6391899E-001, 8.2081418E-002,-5.4607899E-002,-4.5771762E-002, 8.9560250E-002, 8.9920456E-002, 3.0527518E+000, 6.0032127E-001,-2.1195166E-001,-1.2851957E+000,-5.0566914E-001,-7.2913290E-001
 3.1503131E+002,-2.8046282E+000, 2.5872540E+000,-2.9557592E+000, 2.0460654E+000,-1.9199935E-001, 1.0682469E-001,-3.1007026E-002,-6.5986273E-002, 8.3018255E-002, 9.3702047E-002, 2.9648494E+000, 6.3382976E-001,-2.7806701E-001,-1.2999919E+000,-5.0749745E-001,-7.1399032E-001
 3.1681144E+002,-2.8459968E+000, 2.6118662E+000,-3.0012447E+000, 2.0650523E+000,-2.2812639E-001, 1.1427216E-001, 5.7925454E-003,-7.6398977E-002, 8.0143376E-002, 1.0051052E-001, 2.9410555E+000, 7.6877966E-001,-3.6348790E-001,-1.2750670E+000,-5.2454142E-001,-7.1668512E-001
 3.1861675E+002,-2.8600206E+000, 2.6447506E+000,-3.0256482E+000, 2.0877986E+000,-2.6913520E-001, 1.2043635E-001, 3.9984305E-002,-7.6471864E-002, 8.1968352E-002, 1.0424867E-001, 3.0668827E+000, 8.5060722E-001,-3.9363358E-001,-1.3311229E+000,-5.5155248E-001,-7.3011437E-001
 3.2041972E+002,-2.8902548E+000, 2.6814347E+000,-3.0424602E+000, 2.1181320E+000,-3.0537954E-001, 1.2269467E-001, 6.2897464E-002,-6.6640203E-002, 8.8137857E-002, 1.0705953E-001, 3.2018232E+000, 7.7075438E-001,-4.0603582E-001,-1.4034794E+000,-5.7167493E-001,-7.1854432E-001
 3.2221478E+002,-2.9348329E+000, 2.7224201E+000,-3.0745074E+000, 2.1477557E+000,-3.2321609E-001, 1.0302665E-001, 8.3967888E-002,-6.2624346E-002, 8.1187499E-002, 1.0611293E-001, 3.0445444E+000, 9.2082237E-001,-4.2648701E-001,-1.4894570E+000,-5.7078725E-001,-7.0730673E-001
 3.2403062E+002,-3.0094816E+000, 2.7593572E+000,-3.1373600E+000, 2.1811092E+000,-3.0319414E-001, 7.0142332E-002, 1.1154124E-001,-5.0142647E-002, 7.7016186E-002, 1.1214723E-001, 3.1072899E+000, 1.0154856E+000,-5.0892720E-001,-1.5704209E+000,-5.6797411E-001,-7.1963239E-001
 3.2581766E+002,-3.0572692E+000, 2.7984687E+000,-3.1772192E+000, 2.2172415E+000,-3.1000597E-001, 3.4990781E-002, 1.3436348E-001,-4.2943889E-002, 6.3470539E-002, 1.1852199E-001, 3.1243022E+000, 1.0720722E+000,-5.2701155E-001,-1.6061111E+000,-5.8545180E-001,-7.3427290E-001
 3.2761674E+002,-3.0960395E+000, 2.8502804E+000,-3.2179189E+000, 2.2583142E+000,-2.9869940E-001, 7.7165149E-003, 1.5019363E-001,-3.2354908E-002, 4.9962503E-002, 1.2744589E-001, 3.1663495E+000, 1.1704601E+000,-4.6628570E-001,-1.7179831E+000,-6.1316363E-001,-7.3187566E-001
 3.2942644E+002,-3.1674751E+000, 2.8987899E+000,-3.2751395E+000, 2.2958620E+000,-2.8584096E-001,-7.0096044E-003, 1.4442171E-001,-2.1137519E-002, 4.4382572E-002, 1.3008789E-001, 3.2994811E+000, 9.4231569E-001,-3.6006690E-001,-1.7399679E+000,-6.2567427E-001,-6.8420179E-001
 3.3121726E+002,-3.2194244E+000, 2.9522746E+000,-3.3053294E+000, 2.3361889E+000,-2.6359728E-001,-2.0099184E-002, 1.2007049E-001,-1.8511751E-002, 5.0113797E-002, 1.1819072E-001, 3.1132569E+000, 9.8841635E-001,-3.0690416E-001,-1.7809001E+000,-6.2906361E-001,-6.3593414E-001
 3.3302159E+002,-3.2885983E+000, 2.9999610E+000,-3.3628784E+000, 2.3765248E+000,-2.0113428E-001,-3.2883471E-002, 9.0758357E-002,-1.3267001E-002, 7.2656426E-002, 1.0109723E-001, 3.1608528E+000, 9.4062922E-001,-2.4991309E-001,-1.8661425E+000,-6.3035893E-001,-6.2753030E-001
 3.3481883E+002,-3.3461627E+000, 3.0538288E+000,-3.4013600E+000, 2.4216507E+000,-1.5806647E-001,-4.9561021E-002, 5.8554208E-002,-1.6687892E-002, 8.7429665E-002, 8.1274263E-002, 3.0935298E+000, 8.9227943E-001,-1.8925041E-001,-1.8480526E+000,-6.3000717E-001,-6.3284703E-001
 3.3663196E+002,-3.3967923E+000, 3.1015024E+000,-3.4252673E+000, 2.4638489E+000,-1.1916910E-001,-6.5869023E-002, 3.3244317E-002,-2.1934355E-002, 9.4920682E-002, 6.8183005E-002, 3.1669213E+000, 8.7200328E-001,-1.7457831E-001,-1.8723064E+000,-6.2091202E-001,-6.6759852E-001
 3.3842894E+002,-3.4972290E+000, 3.1426845E+000,-3.4762544E+000, 2.5012049E+000,-6.7160544E-002,-7.6416769E-002, 1.7323870E-002,-2.6891385E-002, 1.0220125E-001, 6.2367738E-002, 3.2773779E+000, 9.2001926E-001,-2.8870333E-001,-1.9606207E+000,-5.9918458E-001,-7.0261130E-001
 3.4021895E+002,-3.5464106E+000, 3.1958383E+000,-3.5083834E+000, 2.5524350E+000,-4.1364261E-002,-8.4466923E-002, 3.8921343E-003,-3.7661991E-002, 1.0193312E-001, 5.4390421E-002, 3.1316284E+000, 9.9305979E-001,-3.7409016E-001,-2.0064934E+000,-5.7763518E-001,-7.0088846E-001
 3.4201293E+002,-3.5901208E+000, 3.2288300E+000,-3.5223684E+000, 2.5873156E+000,-3.3642867E-002,-7.0602245E-002,-1.0237473E-002,-4.0424353E-002, 9.9839128E-002, 4.7373335E-002, 3.0199158E+000, 1.1281825E+000,-3.7763302E-001,-2.0745804E+000,-5.7332900E-001,-6.7440168E-001
 3.4382391E+002,-3.6710756E+000, 3.2387314E+000,-3.5650731E+000, 2.5935557E+000,-2.9937800E-002,-4.1209207E-002,-2.9326016E-002,-3.3198939E-002, 1.0450370E-001, 4.6423451E-002, 2.8776615E+000, 1.3793236E+000,-3.7844425E-001,-2.2159243E+000,-5.8520583E-001,-6.3258673E-001
 3.4562640E+002,-3.6933005E+000, 3.2664970E+000,-3.5331671E+000, 2.6089777E+000,-8.5516147E-002, 2.7854055E-002,-6.2369658E-002,-2.3092611E-002, 9.9481481E-002, 4.0962742E-002, 3.1642031E+000, 1.2180855E+000,-3.8014492E-001,-2.2711611E+000,-6.1415610E-001,-5.9613996E-001
 3.4742433E+002,-3.7276807E+000, 3.2963419E+000,-3.5242579E+000, 2.6278072E+000,-1.3079448E-001, 8.1904496E-002,-9.5155514E-002,-5.1850439E-003, 9.9288763E-002, 4.3256820E-002, 3.5697185E+000, 1.1096627E+000,-3.7657026E-001,-2.3465424E+000,-6.6032768E-001,-5.8972432E-001
 3.4922479E+002,-3.7844244E+000, 3.3289965E+000,-3.5789001E+000, 2.6466055E+000,-1.3447921E-001, 1.2044723E-001,-1.2245486E-001, 1.3788564E-002, 9.3608030E-002, 4.7705363E-002, 3.9322787E+000, 8.8562712E-001,-3.3671929E-001,-2.3934175E+000,-7.0531069E-001,-5.8639509E-001
 3.5102349E+002,-3.8022521E+000, 3.3668050E+000,-3.6056553E+000, 2.6852858E+000,-1.6383136E-001, 1.3216789E-001,-1.3655719E-001, 2.0368159E-002, 7.6329473E-002, 4.4990686E-002, 4.0267342E+000, 7.7499553E-001,-3.0631248E-001,-2.3269474E+000,-7.2881506E-001,-5.5976967E-001
 3.5280041E+002,-3.8512617E+000, 3.3785974E+000,-3.6447095E+000, 2.7167945E+000,-2.0420440E-001, 1.5879911E-001,-1.1671097E-001, 5.3418274E-002, 7.4071323E-002, 4.7348941E-002, 4.1077138E+000, 9.2354256E-001,-3.1817612E-001,-2.4042698E+000,-7.2642819E-001,-5.7216507E-001
 3.5461611E+002,-3.9109463E+000, 3.3973879E+000,-3.6793396E+000, 2.7500174E+000,-2.2143810E-001, 1.2632772E-001,-7.4675890E-002, 7.0105135E-002, 6.0868138E-002, 4.1193559E-002, 4.1160985E+000, 1.1752491E+000,-3.3217837E-001,-2.5375410E+000,-7.2121686E-001,-6.0501876E-001
 3.5642196E+002,-3.9488475E+000, 3.4311617E+000,-3.6848357E+000, 2.7907331E+000,-2.1583161E-001, 7.3132847E-002,-1.5364307E-002, 9.2133712E-002, 5.2257053E-002, 3.8632123E-002, 3.9439808E+000, 1.1856480E+000,-2.6466419E-001,-2.5784636E+000,-7.0839098E-001,-6.3904855E-001
 3.5820178E+002,-3.9895015E+000, 3.4620229E+000,-3.6790929E+000, 2.8191369E+000,-2.5051931E-001, 9.3029592E-003, 4.1867322E-002, 1.1028539E-001, 4.2407877E-002, 3.4867816E-002, 4.1336159E+000, 9.9781524E-001,-3.4161823E-001,-2.5895964E+000,-6.8084175E-001,-6.8315857E-001
 3.6002802E+002,-4.0478643E+000, 3.4790670E+000,-3.6958097E+000, 2.8295608E+000,-2.7107072E-001,-1.3079649E-002, 9.0337490E-002, 1.2959800E-001, 4.0742969E-002, 3.6498749E-002, 4.0875685E+000, 1.1381424E+000,-4.4428773E-001,-2.6750989E+000,-6.7938080E-001,-6.8883796E-001
 3.6181174E+002,-4.1138721E+000, 3.4970598E+000,-3.7182671E+000, 2.8446873E+000,-2.7941720E-001,-3.4124736E-002, 1.0876439E-001, 1.2684238E-001, 3.9362787E-002, 4.0506523E-002, 4.0235399E+000, 1.2592586E+000,-4.8542644E-001,-2.7635898E+000,-7.0378556E-001,-6.7045311E-001
 3.6360343E+002,-4.1601764E+000, 3.5448189E+000,-3.7287887E+000, 2.8897624E+000,-2.3630221E-001,-5.5150192E-002, 1.0156686E-001, 1.0795984E-001, 3.8326740E-002, 4.3420912E-002, 4.1561619E+000, 1.2593023E+000,-5.6319808E-001,-2.8117203E+000,-7.4284130E-001,-6.6584094E-001
 3.6540630E+002,-4.1860975E+000, 3.5859801E+000,-3.7487817E+000, 2.9196315E+000,-2.0052787E-001,-5.8195427E-002, 8.7054329E-002, 7.9432793E-002, 3.6895977E-002, 4.0482654E-002, 4.0615643E+000, 1.3341361E+000,-6.4195582E-001,-2.7578260E+000,-7.6868135E-001,-6.4262708E-001
 3.6720644E+002,-4.2483128E+000, 3.6096261E+000,-3.8403441E+000, 2.9265881E+000,-1.5377398E-001,-5.1185322E-002, 6.4894882E-002, 6.3979468E-002, 4.9979356E-002, 3.9996653E-002, 4.1956174E+000, 1.3530337E+000,-6.5171158E-001,-2.7713542E+000,-7.6529281E-001,-6.3468148E-001
 3.6900528E+002,-4.2571320E+000, 3.6500908E+000,-3.8814795E+000, 2.9555998E+000,-1.3063808E-001,-2.4827620E-002, 1.7697222E-002, 5.4117557E-002, 5.6486092E-002, 3.4113980E-002, 4.4696968E+000, 9.9853602E-001,-6.2801213E-001,-2.6987088E+000,-7.3462434E-001,-6.4438318E-001
 3.7082517E+002,-4.2414288E+000, 3.6806414E+000,-3.8953421E+000, 2.9896349E+000,-1.3271069E-001, 9.7563045E-003,-3.8782837E-002, 5.4521877E-002, 5.8072740E-002, 2.6893141E-002, 4.6396814E+000, 7.5235846E-001,-5.7969463E-001,-2.6560336E+000,-7.1159629E-001,-6.8070524E-001
 3.7261343E+002,-4.3057701E+000, 3.6868255E+000,-3.9572544E+000, 2.9994590E+000,-9.8501337E-002, 2.6865166E-002,-7.3237136E-002, 6.8790009E-002, 7.1255474E-002, 2.7705231E-002, 4.7207618E+000, 8.7834980E-001,-6.5806553E-001,-2.7366284E+000,-7.2276429E-001,-6.9535464E-001
 3.7442788E+002,-4.3432010E+000, 3.7084063E+000,-3.9629276E+000, 3.0160127E+000,-1.0037293E-001, 1.1245469E-002,-7.7696110E-002, 7.4120769E-002, 7.4557183E-002, 2.3567767E-002, 4.7431922E+000, 9.9860755E-001,-6.9282632E-001,-2.8369392E+000,-7.2734968E-001,-6.9891748E-001
 3.7621836E+002,-4.3150507E+000, 3.7225971E+000,-3.9243605E+000, 3.0360934E+000,-1.3121489E-001,-2.5782630E-003,-4.2800226E-002, 8.0104326E-002, 6.9947202E-002, 1.7410849E-002, 4.5612971E+000, 1.2080121E+000,-5.7562594E-001,-3.0105435E+000,-7.0488598E-001,-7.0965255E-001
 3.7801874E+002,-4.3647487E+000, 3.7185543E+000,-3.9646195E+000, 3.0364290E+000,-1.5231520E-001,-2.4418439E-002,-5.3578007E-003, 9.2777972E-002, 7.5251898E-002, 2.1532661E-002, 4.6696614E+000, 1.1022649E+000,-4.6421367E-001,-3.2108717E+000,-7.0052901E-001,-6.7092523E-001
 3.7980777E+002,-4.3868028E+000, 3.7393377E+000,-3.9705834E+000, 3.0544465E+000,-1.3740000E-001,-5.0142857E-002, 2.2741823E-002, 7.7738935E-002, 6.3849023E-002, 1.9480815E-002, 4.5307517E+000, 1.4279691E+000,-5.3783653E-001,-3.3919864E+000,-7.4357546E-001,-6.1381512E-001
 3.8161995E+002,-4.4224855E+000, 3.7570095E+000,-3.9742752E+000, 3.0582846E+000,-1.2121118E-001,-7.8026384E-002, 8.0645849E-002, 5.7964760E-002, 5.4989543E-002, 2.3674989E-002, 4.4272781E+000, 1.6744983E+000,-6.1989247E-001,-3.4823172E+000,-7.8175690E-001,-5.5333619E-001
 3.8342239E+002,-4.4437236E+000, 3.7830030E+000,-3.9764465E+000, 3.0780982E+000,-1.1629666E-001,-9.9710450E-002, 1.3578366E-001, 2.1564158E-002, 3.0822387E-002, 2.2208460E-002, 4.2712023E+000, 1.7314043E+000,-5.8911788E-001,-3.5474339E+000,-7.7566637E-001,-5.2947015E-001
 3.8520518E+002,-4.4560728E+000, 3.8076927E+000,-3.9962672E+000, 3.0946532E+000,-1.3139856E-001,-3.5895603E-002, 1.2915743E-001,-9.3472805E-003, 1.6958729E-002, 2.7755224E-002, 4.5619471E+000, 1.5130338E+000,-5.8563151E-001,-3.6235756E+000,-7.4389456E-001,-5.5728323E-001
 3.8702644E+002,-4.4677026E+000, 3.8330746E+000,-4.0198376E+000, 3.1164205E+000,-1.2120323E-001, 5.4720314E-002, 7.8721267E-002,-5.1244865E-002, 2.8003978E-003, 3.1050896E-002, 4.5515962E+000, 1.5487692E+000,-6.8111764E-001,-3.5854253E+000,-7.0509461E-001,-6.0267099E-001
 3.8882532E+002,-4.5065389E+000, 3.8425968E+000,-4.0982462E+000, 3.1140016E+000,-8.9570426E-002, 9.2009681E-002, 5.5123466E-002,-7.9806650E-002,-7.4031209E-004, 3.8032928E-002, 4.6857486E+000, 1.6217013E+000,-6.8676708E-001,-3.6014248E+000,-6.9759644E-001,-6.6534990E-001
 3.9060919E+002,-4.5000670E+000, 3.8778443E+000,-4.1466940E+000, 3.1394745E+000,-6.8668283E-002, 9.9353271E-002, 5.4920004E-002,-9.9639443E-002,-1.7119063E-002, 3.2936811E-002, 5.1432310E+000, 1.4598188E+000,-7.0409967E-001,-3.5675139E+000,-7.1461938E-001,-7.0272892E-001
 3.9241868E+002,-4.4901575E+000, 3.9005931E+000,-4.1741355E+000, 3.1553599E+000,-1.0066235E-001, 1.3337160E-001, 6.4423420E-002,-9.4603284E-002,-2.6647768E-002, 2.3965625E-002, 5.0548938E+000, 1.3784021E+000,-7.1000440E-001,-3.4873853E+000,-7.2485600E-001,-6.5221267E-001
 3.9421936E+002,-4.5253281E+000, 3.9038290E+000,-4.2173096E+000, 3.1485970E+000,-1.5110799E-001, 1.7085097E-001, 7.1850317E-002,-6.5878392E-002,-2.0854750E-002, 9.5304934E-003, 5.0556257E+000, 1.1886045E+000,-5.9236098E-001,-3.4873370E+000,-7.2415633E-001,-6.0216450E-001
 3.9601071E+002,-4.4974787E+000, 3.9439294E+000,-4.2217778E+000, 3.1716622E+000,-1.8406527E-001, 1.9116068E-001, 5.7868995E-002,-4.0575690E-002,-2.0725976E-002,-1.9856278E-002, 4.9942181E+000, 1.0760377E+000,-4.8070553E-001,-3.5386985E+000,-7.2922280E-001,-5.5575469E-001
 3.9781603E+002,-4.5262363E+000, 3.9846289E+000,-4.2485986E+000, 3.1812438E+000,-1.7162031E-001, 1.9776597E-001, 2.7366847E-002,-5.4731258E-003,-9.8288395E-003,-4.6894990E-002, 4.9991416E+000, 1.2218761E+000,-6.1493149E-001,-3.6153316E+000,-7.6888900E-001,-4.8484049E-001
 3.9961894E+002,-4.5926399E+000, 4.0218699E+000,-4.2756689E+000, 3.1765833E+000,-1.2843434E-001, 1.9287655E-001,-8.1381744E-003, 4.2172328E-002, 4.6708332E-003,-6.5724366E-002, 5.0635679E+000, 1.1403975E+000,-6.0403920E-001,-3.6775788E+000,-8.3222226E-001,-4.0820016E-001
 4.0140155E+002,-4.5928898E+000, 4.0520233E+000,-4.2646566E+000, 3.1711652E+000,-8.0545650E-002, 1.2440914E-001,-3.0643656E-002, 5.6976275E-002,-8.5580250E-003,-8.7916179E-002, 5.1584929E+000, 1.1636623E+000,-6.4993088E-001,-3.7128544E+000,-9.1718525E-001,-3.4570448E-001
 4.0321680E+002,-4.6399161E+000, 4.0873421E+000,-4.3030002E+000, 3.1801656E+000, 3.3746502E-002, 3.7778059E-002,-2.9376698E-002, 7.5492223E-002,-1.5327415E-002,-9.4287207E-002, 5.3724838E+000, 1.0720921E+000,-7.9565888E-001,-3.6442532E+000,-9.9426578E-001,-2.9913131E-001
 4.0501924E+002,-4.6539107E+000, 4.1390230E+000,-4.3273265E+000, 3.2127423E+000, 1.6261001E-001,-7.0912962E-002,-3.5466511E-002, 6.8832495E-002,-2.8260700E-002,-1.0293652E-001, 5.3805410E+000, 8.9286299E-001,-7.9664125E-001,-3.5089132E+000,-9.6562856E-001,-3.4454483E-001
 4.0683063E+002,-4.7299433E+000, 4.1679273E+000,-4.3819239E+000, 3.2262798E+000, 3.1408640E-001,-1.7259157E-001,-4.2619830E-002, 5.3793001E-002,-3.1448695E-002,-1.0726721E-001, 5.4362380E+000, 9.1891286E-001,-7.9536868E-001,-3.4834165E+000,-8.7138905E-001,-4.6641370E-001
 4.0861614E+002,-4.7480404E+000, 4.1982268E+000,-4.4033944E+000, 3.2333858E+000, 4.4384389E-001,-2.5732671E-001,-4.4634993E-002, 1.9028552E-002,-3.8113107E-002,-1.1462144E-001, 5.2222854E+000, 1.0081788E+000,-7.5368693E-001,-3.4613081E+000,-8.1977075E-001,-5.4250900E-001
 4.1040184E+002,-4.7921945E+000, 4.2258642E+000,-4.4151715E+000, 3.2406545E+000, 5.2591935E-001,-3.1736663E-001,-3.8469060E-002,-1.5854540E-002,-4.7213595E-002,-1.2201255E-001, 5.1604822E+000, 9.0405164E-001,-6.0729201E-001,-3.4946441E+000,-8.0619080E-001,-5.5713938E-001
 4.1220740E+002,-4.8786622E+000, 4.2571945E+000,-4.4620719E+000, 3.2543677E+000, 5.6957485E-001,-3.4697160E-001,-2.4123277E-002,-3.1091444E-002,-4.3038156E-002,-1.2347361E-001, 5.8591686E+000, 9.2456611E-001,-8.1393867E-001,-3.6078874E+000,-8.5707873E-001,-5.5469814E-001
 4.1400824E+002,-4.8812227E+000, 4.2976787E+000,-4.4515228E+000, 3.2950885E+000, 5.3576401E-001,-3.0105595E-001,-1.5738478E-002,-4.2234282E-002,-4.9483957E-002,-1.3286043E-001, 5.9849940E+000, 8.4128721E-001,-9.2352169E-001,-3.5249749E+000,-9.1319812E-001,-5.3320630E-001
 4.1581899E+002,-4.8949919E+000, 4.3090579E+000,-4.4778456E+000, 3.3407057E+000, 5.0508052E-001,-2.3251319E-001,-1.8552052E-002,-4.3934788E-002,-5.8686990E-002,-1.4344469E-001, 5.4895382E+000, 9.5975883E-001,-8.5807214E-001,-3.4276510E+000,-9.4890470E-001,-5.3236652E-001
 4.1760454E+002,-4.9762243E+000, 4.3044562E+000,-4.5189470E+000, 3.3683132E+000, 4.5146656E-001,-1.5545284E-001,-2.9698048E-002,-3.4205542E-002,-7.4856766E-002,-1.5753799E-001, 5.5099368E+000, 1.0249489E+000,-8.4856097E-001,-3.3954076E+000,-9.5581381E-001,-5.5086706E-001
 4.1942382E+002,-5.0331624E+000, 4.3254431E+000,-4.5706738E+000, 3.3950112E+000, 4.0845726E-001,-6.9432621E-002,-6.0321937E-002,-1.3447061E-002,-8.3059487E-002,-1.6618538E-001, 5.6690332E+000, 1.1117783E+000,-8.4464998E-001,-3.4680412E+000,-9.7312860E-001,-5.4392692E-001
 4.2122564E+002,-5.0345568E+000, 4.3728183E+000,-4.5571971E+000, 3.4298901E+000, 3.3190014E-001, 6.2630025E-002,-1.3773629E-001, 3.4658282E-003,-9.4949849E-002,-1.7437134E-001, 5.7962319E+000, 9.1737215E-001,-7.9774511E-001,-3.5441687E+000,-9.6754994E-001,-5.4819752E-001
 4.2302225E+002,-5.0566102E+000, 4.4131154E+000,-4.5664985E+000, 3.4562530E+000, 2.6753800E-001, 1.4218077E-001,-1.5777054E-001, 2.4927547E-002,-1.0044322E-001,-1.7452746E-001, 5.9390950E+000, 5.2481362E-001,-8.3016126E-001,-3.4835332E+000,-9.2994254E-001,-5.5876006E-001
 4.2480411E+002,-5.0997726E+000, 4.4352811E+000,-4.6017390E+000, 3.4724529E+000, 2.1058907E-001, 1.2567915E-001,-9.1394045E-002, 2.7602455E-002,-1.0740493E-001,-1.7510450E-001, 5.9169535E+000, 6.0882585E-001,-8.9019926E-001,-3.4861374E+000,-9.2637271E-001,-5.4045430E-001
 4.2661774E+002,-5.1682999E+000, 4.4451697E+000,-4.6608501E+000, 3.4894656E+000, 1.7273895E-001, 6.7713679E-002, 2.7677388E-002, 2.5986273E-002,-9.7466677E-002,-1.7142253E-001, 6.1194649E+000, 7.2213908E-001,-8.3796875E-001,-3.5540397E+000,-9.2623658E-001,-5.4077305E-001
 4.2841743E+002,-5.2005754E+000, 4.4605117E+000,-4.6576242E+000, 3.5160331E+000, 1.2473738E-001,-2.8057754E-002, 1.5011245E-001, 2.3717336E-003,-8.3087015E-002,-1.7587004E-001, 6.1839955E+000, 1.0104473E+000,-8.1490953E-001,-3.6389816E+000,-9.0442060E-001,-6.0193858E-001
